Symbol,Name,Market cap (₹),Market cap,Price,Change %,Valume,Rel Volume,P/E,"EPS dil
TTM","EPS dil growth
TTM YoY","Div yield %
TTM",Analyst Rating
COROMANDEL,COROMANDEL INTERNTL. LTD,"4,89,51,00,00,000",489.51 B,"1,666.95",-0.15%,690.64 K,1.17,29.82,55.89,-4.75%,0.72%,Buy
BHARATFORG,BHARAT FORGE LTD,"4,85,67,00,00,000",485.67 B,"1,016.50",-2.11%,2.47 M,2.23,52.95,19.2,5.06%,0.89%,Buy
PRESTIGE,PRESTIGE ESTATE LTD,"4,84,70,00,00,000",484.7 B,"1,126.60",-0.70%,1.91 M,1.49,78.2,14.41,-66.08%,0.16%,
JSL,JINDAL STAINLESS LTD,"4,82,23,00,00,000",482.23 B,584.85,-1.96%,1.19 M,1.6,19.97,29.29,-19.01%,0.51%,Strong buy
LTTS,L&T TECHNOLOGY SER. LTD.,"4,79,77,00,00,000",479.77 B,"4,533.20",-2.42%,155.16 K,0.84,37.08,122.25,1.81%,1.10%,Neutral
KALYANKJIL,KALYAN JEWELLERS IND LTD,"4,78,33,00,00,000",478.33 B,462.25,-1.48%,9.68 M,0.92,71.73,6.44,25.28%,0.26%,Strong buy
POWERINDIA,HITACHI ENERGY INDIA LTD,"4,78,14,00,00,000",478.14 B,"11,284.35",-2.43%,76.32 K,0.66,152.43,74.03,210.86%,0.04%,Buy
SCHAEFFLER,SCHAEFFLER INDIA LTD,"4,77,11,00,00,000",477.11 B,"3,061.25",-0.51%,121.62 K,2.81,50.95,60.09,4.47%,0.85%,Buy
TIINDIA,TUBE INVEST OF INDIA LTD,"4,76,88,00,00,000",476.88 B,"2,462.15",-3.21%,572.22 K,2.13,58.5,42.09,-38.34%,0.14%,Buy
UNOMINDA,UNO MINDA LTD,"4,72,94,00,00,000",472.94 B,825.9,-0.41%,850.14 K,0.83,49.19,16.79,24.65%,0.25%,Buy
FORTIS,FORTIS HEALTHCARE LTD,"4,60,64,00,00,000",460.64 B,612.7,-0.50%,1.8 M,1.41,60.15,10.19,39.15%,0.16%,Strong buy
PIIND,PI INDUSTRIES LTD,"4,57,35,00,00,000",457.35 B,"3,013.95",0.05%,627.75 K,2.07,26.91,112.01,6.69%,0.50%,Buy
ALTIUSINVIT,ALTIUS TELECOM INFRASTRUCTURE,"4,57,08,00,00,000",457.08 B,149.99,-0.01%,750 K,9.68,—,—,—,11.99%,—
PAYTM,ONE 97 COMMUNICATIONS LTD,"4,56,76,00,00,000",456.76 B,714.95,-1.46%,8.95 M,2.07,—,-10.82,33.72%,0.00%,
VMM,VISHAL MEGA MART LTD,"4,56,07,00,00,000",456.07 B,100.21,0.37%,23.75 M,1.51,—,—,—,0.00%,Buy
NYKAA,FSN E COMMERCE VENTURES,"4,55,16,00,00,000",455.16 B,158.8,-1.17%,6.54 M,1.12,860.7,0.18,89.81%,0.00%,Buy
PAGEIND,PAGE INDUSTRIES LTD,"4,50,54,00,00,000",450.54 B,"40,515.95",-3.23%,44.08 K,1.55,67.11,603.68,24.84%,2.03%,Neutral
FACT,FACT LTD,"4,50,36,00,00,000",450.36 B,691.7,-7.50%,517.03 K,0.95,—,-1.4,-124.32%,0.14%,—
MRF,MRF LTD,"4,47,16,00,00,000",447.16 B,"1,05,373.70",-0.33%,8.77 K,1.81,25.49,"4,134.00",-13.45%,0.17%,Sell
PGHH,P&G HYGIENE & HEALTH CARE,"4,39,35,00,00,000",439.35 B,"13,541.90",-1.33%,4.19 K,0.82,61.4,220.55,-5.28%,1.44%,Buy
VOLTAS,VOLTAS LTD,"4,35,81,00,00,000",435.81 B,"1,320.10",0.57%,8.03 M,5.39,60.94,21.66,156.47%,0.42%,Buy
UCOBANK,UCO BANK,"4,35,44,00,00,000",435.44 B,36.37,-3.40%,3.74 M,1.12,18.58,1.96,38.37%,0.77%,—
SAIL,STEEL AUTHORITY OF INDIA,"4,33,71,00,00,000",433.71 B,105.02,-0.91%,27.07 M,1.2,19.31,5.44,-27.54%,1.90%,Sell
BANKINDIA,BANK OF INDIA,"4,33,64,00,00,000",433.64 B,95.16,-1.47%,9.65 M,1.25,5.08,18.71,20.84%,2.94%,
FEDERALBNK,FEDERAL BANK LTD,"4,31,54,00,00,000",431.54 B,177.62,-0.61%,5.61 M,0.89,10.87,16.34,-4.28%,0.68%,
IDFCFIRSTB,IDFC FIRST BANK LTD,"4,27,85,00,00,000",427.85 B,58.39,-1.40%,45.24 M,2.37,22,2.65,-41.14%,0.00%,
MPHASIS,MPHASIS LTD,"4,26,91,00,00,000",426.91 B,"2,247.25",-5.43%,1.1 M,2.9,25.98,86.49,4.73%,2.45%,Buy
PETRONET,PETRONET LNG LTD,"4,24,58,00,00,000",424.58 B,283.3,-5.03%,4.97 M,2.15,11.67,24.28,3.86%,3.53%,Neutral
SUPREMEIND,SUPREME INDUSTRIES LTD,"4,22,55,00,00,000",422.55 B,"3,329.00",-4.60%,347.3 K,1.8,41.39,80.44,-4.89%,0.96%,Buy
AUBANK,AU SMALL FINANCE BANK LTD,"4,21,14,00,00,000",421.14 B,565.7,1.62%,5.29 M,1.22,20.96,26.99,14.03%,0.18%,
GLAXO,GLAXOSMITHKLINE PHARMA LTD,"4,19,20,00,00,000",419.2 B,"2,475.35",-5.55%,173.15 K,0.15,48.81,50.72,62.45%,1.29%,Buy
IREDA,INDIAN RENEWABLE ENERGY,"4,19,02,00,00,000",419.02 B,156.02,-6.30%,34.29 M,3.13,27.33,5.71,16.53%,0.00%,
JUBLFOOD,JUBILANT FOODWORKS LTD,"4,13,26,00,00,000",413.26 B,626.1,-6.68%,4.48 M,1.53,111.18,5.63,68.30%,0.19%,Buy
ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,"4,07,30,00,00,000",407.3 B,156.33,-0.85%,6.05 M,1.67,11.06,14.13,32.55%,0.00%,
APLAPOLLO,APL APOLLO TUBES LTD,"3,98,96,00,00,000",398.96 B,"1,438.95",0.05%,1.25 M,1.51,62.95,22.86,-16.95%,0.38%,Strong buy
BLUESTARCO,BLUE STAR LTD,"3,93,93,00,00,000",393.93 B,"1,917.65",-0.46%,1.27 M,2.49,70.64,27.14,10.55%,0.37%,Buy
PREMIERENE,PREMIER ENERGIES LTD,"3,93,55,00,00,000",393.55 B,873.3,-5.52%,3.02 M,2.43,—,—,—,0.00%,Neutral
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,"3,93,42,00,00,000",393.42 B,"3,584.85",-3.27%,124.61 K,1.71,86.36,41.51,-31.52%,0.08%,Neutral
THERMAX,THERMAX LTD,"3,90,97,00,00,000",390.97 B,"3,248.50",1.80%,404.14 K,2.66,59.13,54.94,1.28%,0.37%,Neutral
360ONE,360 ONE WAM LTD,"3,88,20,00,00,000",388.2 B,998.3,-1.17%,2.05 M,2,37.73,26.46,35.00%,1.45%,
TATACOMM,TATA COMMUNICATIONS LTD,"3,85,90,00,00,000",385.9 B,"1,352.50",-2.62%,796.78 K,2.53,34.51,39.19,14.77%,1.23%,Neutral
CENTRALBK,CENTRAL BANK OF INDIA,"3,82,66,00,00,000",382.66 B,43.98,-3.00%,3.83 M,1.14,10.47,4.2,49.28%,0.00%,—
CONCOR,CONTAINER CORP OF IND LTD,"3,79,71,00,00,000",379.71 B,623.7,-5.86%,2.75 M,2.52,29.07,21.45,6.90%,1.93%,Buy
GODREJIND,GODREJ INDUSTRIES LTD,"3,69,33,00,00,000",369.33 B,"1,097.60",-0.26%,572.25 K,0.16,76.02,14.44,-27.65%,0.00%,—
BIOCON,BIOCON LIMITED.,"3,63,30,00,00,000",363.3 B,302.45,-3.01%,4.7 M,1.36,45.15,6.7,-32.99%,0.17%,Buy
GLENMARK,GLENMARK PHARMACEUTICALS,"3,60,85,00,00,000",360.85 B,"1,278.95",-2.62%,697.95 K,0.74,—,-6.23,75.29%,0.20%,Buy
ASTRAL,ASTRAL LTD,"3,59,63,00,00,000",359.63 B,"1,337.25",-3.66%,720.39 K,1.38,68.3,19.58,-7.75%,0.28%,Buy
BDL,BHARAT DYNAMICS LTD,"3,57,33,00,00,000",357.33 B,975.4,-4.13%,914.01 K,0.9,63.21,15.43,18.66%,0.50%,Buy
MAHABANK,BANK OF MAHARASHTRA,"3,57,04,00,00,000",357.04 B,46.41,-2.95%,6.66 M,0.93,6.37,7.29,37.37%,3.02%,—
MOTILALOFS,MOTILAL OSWAL FIN LTD,"3,52,68,00,00,000",352.68 B,588.5,2.54%,3.41 M,1.73,10.83,54.32,71.37%,0.85%,Strong buy
GVT&D,GE VERNOVA T&D INDIA LTD,"3,45,85,00,00,000",345.85 B,"1,338.30",-2.86%,524.22 K,0.93,70.2,19.06,391.03%,0.15%,Strong buy
EMBASSY.RR,EMBASSY OFFICE PARKS REIT,"3,45,76,00,00,000",345.76 B,364.24,-0.89%,1.59 M,0.95,16.05,22.69,200.35%,1.71%,
MFSL,MAX FINANCIAL SERV LTD,"3,44,53,00,00,000",344.53 B,998.1,-2.73%,1.04 M,1.28,136.08,7.33,-41.38%,0.00%,
IPCALAB,IPCA LABORATORIES LTD,"3,43,38,00,00,000",343.38 B,"1,355.35",-0.98%,283.72 K,0.42,47.14,28.75,29.27%,0.30%,Buy
ACC,ACC LTD,"3,41,54,00,00,000",341.54 B,"1,818.55",-0.37%,260.13 K,0.94,13.19,137.87,59.53%,0.41%,Buy
ITCHOTELS,ITC HOTELS LTD,"3,40,58,00,00,000",340.58 B,163.81,1.15%,10.34 M,1.05,—,—,—,0.00%,Strong buy
JKCEMENT,JK CEMENT LTD,"3,39,58,00,00,000",339.58 B,"4,389.35",-2.83%,134.97 K,1.15,47.07,93.25,4.59%,0.34%,Buy
TATAELXSI,TATA ELXSI LTD,"3,37,11,00,00,000",337.11 B,"5,411.10",-2.73%,337.67 K,2.7,41.65,129.93,1.55%,1.29%,Strong sell
LTF,L&T FINANCE LTD,"3,36,56,00,00,000",336.56 B,134.73,-3.41%,3.68 M,0.86,13.16,10.24,12.35%,1.85%,
COCHINSHIP,COCHIN SHIPYARD LTD,"3,33,94,00,00,000",333.94 B,"1,268.55",-2.04%,702.56 K,0.81,41.77,30.37,41.70%,0.77%,Neutral
M&MFIN,M&M FIN. SERVICES LTD,"3,33,43,00,00,000",333.43 B,270.6,-4.01%,1.22 M,0.61,13.53,20,27.24%,2.33%,
SJVN,SJVN LTD,"3,30,85,00,00,000",330.85 B,84.11,-4.40%,8.53 M,1.09,32.79,2.57,16.19%,2.14%,Neutral
HUDCO,HSG & URBAN DEV CORPN LTD,"3,30,51,00,00,000",330.51 B,165.14,-4.69%,8.04 M,1.19,12.33,13.4,30.45%,2.85%,
KPITTECH,KPIT TECHNOLOGIES LTD,"3,28,60,00,00,000",328.6 B,"1,197.40",-4.36%,979.58 K,1.31,43.12,27.77,39.90%,0.59%,Buy
NATIONALUM,NATIONAL ALUMINIUM CO LTD,"3,26,64,00,00,000",326.64 B,177.6,-0.98%,12.65 M,1.15,7.77,22.85,182.33%,5.62%,Buy
NAM_INDIA,NIPPON L I A M LTD,"3,25,58,00,00,000",325.58 B,513.3,-2.13%,1.02 M,1.09,24.76,20.73,35.23%,3.70%,
CRISIL,CRISIL LTD,"3,21,19,00,00,000",321.19 B,"4,388.40",-4.14%,43.01 K,0.74,46.91,93.54,3.89%,1.32%,Strong sell
AWL,ADANI WILMAR LTD,"3,20,31,00,00,000",320.31 B,246.15,0.16%,2.01 M,1,26.85,9.17,1304.41%,0.00%,Buy
DALBHARAT,DALMIA BHARAT LTD,"3,16,56,00,00,000",316.56 B,"1,689.65",-2.34%,194.24 K,0.98,56.3,30.01,-48.83%,0.53%,Neutral
ESCORTS,ESCORTS KUBOTA LTD,"3,15,67,00,00,000",315.67 B,"2,868.95",-1.90%,136.76 K,0.93,26.37,108.79,16.47%,0.00%,Neutral
AJANTPHARM,AJANTA PHARMA LTD,"3,10,72,00,00,000",310.72 B,"2,485.95",-4.01%,163.48 K,0.48,34.78,71.47,22.36%,1.45%,Buy
SUVENPHAR,SUVEN PHARMACEUTICALS LTD,"3,09,32,00,00,000",309.32 B,"1,214.70",4.91%,454.23 K,0.39,111.2,10.92,-25.02%,0.00%,Strong buy
MEDANTA,GLOBAL HEALTH LTD,"3,08,82,00,00,000",308.82 B,"1,149.65",-3.65%,332.25 K,0.75,60.84,18.9,12.30%,0.00%,Buy
TATAINVEST,TATA INVESTMENT CORP LTD,"3,08,28,00,00,000",308.28 B,"6,065.45",1.56%,181.91 K,0.53,91.65,66.18,-2.88%,0.46%,—
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,"3,08,18,00,00,000",308.18 B,"1,641.90",0.35%,403.66 K,1.44,14.87,110.4,24.34%,0.03%,
SONACOMS,SONA BLW PRECISION FRGS L,"3,07,28,00,00,000",307.28 B,493.9,-1.82%,3.53 M,2,50.35,9.81,17.70%,0.63%,Buy
METROBRAND,METRO BRANDS LTD,"3,04,91,00,00,000",304.91 B,"1,117.15",-3.85%,29.83 K,0.45,74.18,15.06,26.24%,0.45%,Buy
IKS,INVENTURUS KNOWLEDGE SO L,"2,99,43,00,00,000",299.43 B,"1,794.75",-2.27%,126.93 K,1.05,—,—,—,0.00%,—
HONAUT,HONEYWELL AUTOMATION IND,"2,98,01,00,00,000",298.01 B,"33,701.65",-0.50%,3.58 K,0.79,56.02,601.59,14.32%,0.30%,Buy
3MINDIA,3M INDIA LTD,"2,95,87,00,00,000",295.87 B,"26,297.30",-0.64%,6.68 K,1.02,51.29,512.69,5.72%,0.61%,Strong buy
EXIDEIND,EXIDE INDUSTRIES LTD,"2,95,55,00,00,000",295.55 B,347.8,-1.89%,2.51 M,1.4,37.29,9.33,-9.08%,0.58%,Neutral
KEI,KEI INDUSTRIES LTD.,"2,95,18,00,00,000",295.18 B,"3,070.15",2.37%,5.86 M,6.05,43.71,70.24,15.36%,0.24%,Buy
NH,NARAYANA HRUDAYALAYA LTD.,"2,95,17,00,00,000",295.17 B,"1,444.50",-3.12%,575.3 K,0.64,37.44,38.59,1.54%,0.28%,Buy
AIAENG,AIA ENGINEERING LTD,"2,93,04,00,00,000",293.04 B,"3,141.25",-1.98%,57.1 K,1.77,28.52,110.14,-9.13%,0.51%,Neutral
NLCINDIA,NLC INDIA LTD,"2,86,27,00,00,000",286.27 B,207.04,-0.47%,2.54 M,0.67,12.74,16.25,-12.29%,1.45%,Strong buy
LAURUSLABS,LAURUS LABS LTD,"2,84,64,00,00,000",284.64 B,527.2,-2.91%,2.09 M,0.67,141.93,3.71,6.66%,0.15%,Neutral
GODIGIT,GO DIGIT GENERAL INS LTD,"2,82,07,00,00,000",282.07 B,304.85,1.50%,1.72 M,0.8,77.18,3.95,—,0.00%,
RADICO,RADICO KHAITAN LTD,"2,77,12,00,00,000",277.12 B,"2,073.05",-0.58%,215.01 K,0.5,90.25,22.97,22.36%,0.14%,Strong buy
ABFRL,ADITYA BIRLA FASHION & RT,"2,74,57,00,00,000",274.57 B,242.15,-0.06%,3.05 M,1.44,—,-6.25,-0.80%,0.00%,Neutral
KPRMILL,KPR MILL LTD.,"2,74,44,00,00,000",274.44 B,801.6,-1.90%,131.33 K,0.8,33.25,24.11,2.86%,0.62%,Buy
LICHSGFIN,LIC HOUSING FINANCE LTD,"2,73,27,00,00,000",273.27 B,496.9,-3.22%,2.32 M,2.25,5.31,93.64,5.81%,1.81%,
PSB,PUNJAB & SIND BANK,"2,73,01,00,00,000",273.01 B,40.24,-4.35%,788.28 K,1.13,32.38,1.24,-7.74%,0.50%,—
TATATECH,TATA TECHNOLOGIES LTD,"2,72,63,00,00,000",272.63 B,671.75,-6.08%,3.33 M,3.82,42.27,15.89,—,1.25%,Sell
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD,"2,69,85,00,00,000",269.85 B,"5,189.40",-3.36%,143.17 K,0.1,26.8,193.66,23.40%,1.75%,Strong sell
AEGISLOG,AEGIS LOGISTICS LTD,"2,67,01,00,00,000",267.01 B,760.2,-0.54%,1.14 M,0.28,46.17,16.47,12.50%,0.85%,Strong sell
KAYNES,KAYNES TECHNOLOGY IND LTD,"2,65,73,00,00,000",265.73 B,"4,144.15",2.80%,1.09 M,1.28,103.29,40.12,64.53%,0.00%,Buy
IGL,INDRAPRASTHA GAS LTD,"2,65,30,00,00,000",265.3 B,189.48,-3.32%,2.74 M,0.79,15.64,12.12,-12.95%,2.77%,Buy
SYNGENE,SYNGENE INTERNATIONAL LTD,"2,62,66,00,00,000",262.66 B,652.4,-3.68%,483.18 K,0.49,52.3,12.47,0.34%,0.19%,Buy
IRB,IRB INFRA DEV LTD.,"2,61,49,00,00,000",261.49 B,43.26,-4.38%,27.56 M,1.84,4.05,10.69,1079.89%,0.92%,Buy
ISEC,ICICI SECURITIES LTD,"2,60,55,00,00,000",260.55 B,801.9,-0.60%,301.36 K,2.42,12.48,64.27,46.47%,4.77%,—
GILLETTE,GILLETTE INDIA LTD,"2,57,30,00,00,000",257.3 B,"7,885.30",-2.86%,65.23 K,0.17,54.2,145.48,21.21%,1.14%,Neutral
JBCHEPHARM,J B CHEMICALS AND PHARMA,"2,56,14,00,00,000",256.14 B,"1,644.35",4.22%,216.95 K,1.43,40.41,40.69,24.58%,0.93%,Strong buy
GLAND,GLAND PHARMA LTD,"2,55,76,00,00,000",255.76 B,"1,552.80",-4.02%,324.16 K,1.04,36.32,42.76,6.92%,1.29%,Neutral
GUJGASLTD,GUJARAT GAS LTD,"2,54,95,00,00,000",254.95 B,370.35,-2.50%,1.04 M,1.17,20.06,18.46,15.15%,1.53%,Neutral
MCX,MULTI COMMODITY EXCHANGE,"2,54,73,00,00,000",254.73 B,"4,991.65",-7.08%,778.95 K,2.52,49.58,100.67,74142.04%,0.15%,
DEEPAKNTR,DEEPAK NITRITE LTD,"2,52,79,00,00,000",252.79 B,"1,851.30",-1.76%,290.44 K,0.27,33.73,54.89,-5.34%,0.00%,Buy
PPLPHARMA,PIRAMAL PHARMA LTD,"2,51,83,00,00,000",251.83 B,189.89,-7.20%,16.57 M,1.02,645.88,0.29,—,0.06%,Strong buy
OLAELEC,OLA ELECTRIC MOBILITY LTD,"2,50,76,00,00,000",250.76 B,56.83,-0.16%,54.34 M,2.21,—,—,—,0.00%,Neutral
ENDURANCE,ENDURANCE TECHNO. LTD.,"2,47,45,00,00,000",247.45 B,"1,765.75",-2.28%,106.24 K,1.53,30.99,56.97,32.07%,0.48%,Buy
FSL,FIRSTSOURCE SOLU. LTD.,"2,41,23,00,00,000",241.23 B,346,-3.01%,2.77 M,1.23,42.98,8.05,7.91%,1.16%,Buy
AIIL,AUTHUM INVEST & INFRA LTD,"2,39,41,00,00,000",239.41 B,"1,409.60",-6.03%,141.69 K,1.21,5.96,236.45,-14.07%,0.00%,—
APOLLOTYRE,APOLLO TYRES LTD,"2,37,75,00,00,000",237.75 B,374.3,-4.01%,1.47 M,1.31,18.42,20.32,-28.10%,0.00%,Buy
ITI,ITI LIMITED,"2,36,43,00,00,000",236.43 B,246.05,-5.00%,138.46 K,0.87,—,-4.68,-11.04%,0.00%,0
NIACL,THE NEW INDIA ASSU CO LTD,"2,34,10,00,00,000",234.1 B,142.11,-6.14%,984.84 K,1.93,23.68,6,6.14%,1.45%,
APARINDS,APAR INDUSTRIES LTD.,"2,33,08,00,00,000",233.08 B,"5,797.40",-1.48%,215.87 K,1.3,28.56,202.96,-6.50%,0.88%,Buy
EMAMILTD,EMAMI LTD,"2,32,71,00,00,000",232.71 B,529.95,-2.90%,949.44 K,1.58,29.16,18.17,10.71%,1.51%,Buy
BRIGADE,BRIGADE ENTER. LTD,"2,32,56,00,00,000",232.56 B,947.05,-3.27%,315.09 K,1.99,34.96,27.09,99.50%,0.21%,
CDSL,CENTRAL DEPO SER (I) LTD,"2,31,55,00,00,000",231.55 B,"1,107.90",-3.97%,5.08 M,1.36,41.68,26.58,57.41%,0.86%,
SUMICHEM,SUMITOMO CHEM INDIA LTD,"2,29,68,00,00,000",229.68 B,460.6,-2.95%,698.26 K,1.86,44.59,10.33,55.32%,0.20%,Strong buy
BANDHANBNK,BANDHAN BANK LTD,"2,27,47,00,00,000",227.47 B,141.19,3.14%,18.22 M,1.44,9.16,15.41,-16.78%,1.06%,
PGEL,PG ELECTROPLAST LTD,"2,24,96,00,00,000",224.96 B,794.8,-0.01%,2.99 M,2.46,99.15,8.02,81.73%,0.03%,Buy
FIVESTAR,FIVE-STAR BUS FIN LTD,"2,23,71,00,00,000",223.71 B,761.5,4.18%,1.56 M,1.82,21.78,34.96,33.90%,0.00%,
STARHEALTH,STAR HEALTH & AL INS CO L,"2,20,12,00,00,000",220.12 B,375.3,2.95%,2.49 M,2.39,28.35,13.24,-2.76%,0.00%,
SUNTV,SUN TV NETWORK LTD,"2,20,12,00,00,000",220.12 B,561.5,-3.37%,543.81 K,1.15,12.67,44.32,-7.62%,2.78%,Neutral
POONAWALLA,POONAWALLA FINCORP LTD,"2,18,89,00,00,000",218.89 B,281.3,-0.58%,2.13 M,1.16,129.51,2.17,-89.12%,1.42%,
HATSUN,HATSUN AGRO PRODUCT LTD.,"2,15,50,00,00,000",215.5 B,972.45,-0.81%,159.92 K,8.97,75.22,12.93,19.92%,0.62%,Sell
MINDSPACE.RR,MINDSPACE BUSINESS P REIT,"2,15,36,00,00,000",215.36 B,362.93,0.13%,155.88 K,1.47,42.36,8.57,34.58%,5.58%,
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,"2,13,75,00,00,000",213.75 B,533.7,-7.14%,4.75 M,1.73,13.23,40.33,31.85%,1.50%,Buy
BAYERCROP,BAYER CROPSCIENCE LTD,"2,13,10,00,00,000",213.1 B,"4,729.10",-4.00%,43.43 K,0.76,40.82,115.86,-35.16%,2.64%,Buy
CASTROLIND,CASTROL INDIA LTD,"2,10,04,00,00,000",210.04 B,212.63,-2.67%,7.79 M,1.25,22.68,9.37,7.30%,3.77%,Buy
KIMS,KRISHNA INST OF MED SCI L,"2,08,27,00,00,000",208.27 B,521.05,-1.98%,885.92 K,1.26,59.88,8.7,3.03%,0.00%,Strong buy
MSUMI,MOTHERSON SUMI WRNG IND L,"2,07,84,00,00,000",207.84 B,47,-0.53%,7.85 M,0.94,32.86,1.43,8.04%,1.70%,Buy
ABREL,ADITYA BIRLA REAL EST LTD,"2,07,79,00,00,000",207.79 B,"1,863.10",0.87%,1.19 M,9.07,—,-2.36,-113.66%,0.27%,Strong buy
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,"2,07,57,00,00,000",207.57 B,"10,941.90",0.06%,28.46 K,1.14,47.8,228.92,6.57%,0.16%,Strong buy
CROMPTON,CROMPT GREA CON ELEC LTD,"2,06,58,00,00,000",206.58 B,321.15,-1.37%,5.49 M,1.68,39.33,8.17,20.63%,0.93%,Strong buy
POLYMED,POLY MEDICURE LTD,"2,06,39,00,00,000",206.39 B,"2,035.50",-2.58%,151.24 K,1.06,63.1,32.26,24.55%,0.15%,Buy
MANYAVAR,VEDANT FASHIONS LTD,"2,03,59,00,00,000",203.59 B,843.15,0.24%,255.34 K,1.76,50.85,16.58,-1.15%,1.01%,Buy
HSCL,HIMADRI SPECIALITY CHEM L,"2,01,74,00,00,000",201.74 B,408.25,-3.21%,1.15 M,1.39,39.03,10.46,22.34%,0.12%,Buy
SAGILITY,SAGILITY INDIA LTD,"2,01,44,00,00,000",201.44 B,42.86,-0.49%,5.38 M,1.11,45.94,0.93,—,0.00%,Strong buy
ASTERDM,ASTER DM HEALTHCARE LTD.,"2,01,10,00,00,000",201.1 B,402.95,-0.14%,842.87 K,1.25,3.81,105.79,1523.57%,1.49%,Strong buy
EIHOTEL,EIH LTD,"1,99,55,00,00,000",199.55 B,319.25,-3.14%,621.43 K,0.71,28.14,11.34,41.73%,0.38%,Neutral
SHYAMMETL,SHYAM METALICS AND ENGY L,"1,98,85,00,00,000",198.85 B,711.35,-0.16%,219.36 K,0.96,21.82,32.6,-25.08%,0.69%,Buy
DEVYANI,DEVYANI INTERNATIONAL LTD,"1,98,73,00,00,000",198.73 B,165.02,-4.81%,1.03 M,0.56,897.82,0.18,-80.81%,0.00%,Buy
NXST.RR,NEXUS SELECT TRUST,"1,98,65,00,00,000",198.65 B,131.3,-0.73%,1.03 M,1.6,38.63,3.4,—,5.39%,
TATACHEM,TATA CHEMICALS LTD,"1,98,11,00,00,000",198.11 B,777.35,-3.06%,835.2 K,1.71,—,-21.94,-130.60%,1.93%,Sell
PNBHOUSING,PNB HOUSING FIN LTD.,"1,97,93,00,00,000",197.93 B,763.35,-2.72%,1.03 M,1.68,10.9,70.02,27.24%,0.00%,
AFFLE,AFFLE (INDIA) LTD,"1,96,84,00,00,000",196.84 B,"1,400.25",-4.09%,361.78 K,0.71,53.64,26.1,28.05%,0.00%,Buy
NBCC,NBCC (INDIA) LTD,"1,96,78,00,00,000",196.78 B,72.86,-3.82%,13.84 M,1.18,39.24,1.86,34.09%,1.30%,Buy
PEL,PIRAMAL ENTERPRISES LTD,"1,96,75,00,00,000",196.75 B,872.4,-3.63%,513.51 K,1.32,38.1,22.9,—,1.15%,
SUNDRMFAST,SUNDRAM FASTENERS LTD,"1,96,13,00,00,000",196.13 B,933.9,-2.72%,98.51 K,0.67,35.8,26.09,6.56%,0.77%,Strong buy
INOXWIND,INOX WIND LTD,"1,95,83,00,00,000",195.83 B,150.19,-3.97%,7.54 M,1.2,63.6,2.36,—,0.00%,Strong buy
RAMCOCEM,THE RAMCO CEMENTS LTD,"1,95,78,00,00,000",195.78 B,829,-1.64%,497.21 K,1.56,52.34,15.84,-1.96%,0.30%,Neutral
ANGELONE,ANGEL ONE LTD,"1,95,71,00,00,000",195.71 B,"2,169.15",-1.21%,1.49 M,1.59,14.6,148.56,20.16%,0.51%,
HINDCOPPER,HINDUSTAN COPPER LTD,"1,95,68,00,00,000",195.68 B,202.32,-4.87%,5.52 M,1.71,48.64,4.16,32.64%,0.45%,RATNAMANI
FIRSTCRY,BRAINBEES SOLUTIONS LTD,"1,95,60,00,00,000",195.6 B,376.55,-0.21%,599.68 K,1.31,—,—,—,0.00%,Buy
NUVAMA,NUVAMA WEALTH MANAGE LTD,"1,93,54,00,00,000",193.54 B,"5,400.50",0.64%,152.72 K,2.07,21.62,249.77,—,2.68%,
LALPATHLAB,DR. LAL PATH LABS LTD.,"1,93,07,00,00,000",193.07 B,"2,310.45",-2.04%,126.95 K,0.46,46.26,49.94,26.02%,1.04%,Buy
WELCORP,WELSPUN CORP LTD,"1,93,04,00,00,000",193.04 B,736.9,-2.71%,889.62 K,1.56,13.11,56.23,36.69%,0.68%,Strong buy
AMBER,AMBER ENTERPRISES (I) LTD,"1,90,33,00,00,000",190.33 B,"5,628.65",-5.39%,510.93 K,0.65,85.75,65.64,55.54%,0.00%,Buy
EMCURE,EMCURE PHARMACEUTICALS L,"1,88,64,00,00,000",188.64 B,981.7,0.52%,93.89 K,0.58,—,—,—,0.00%,Buy
WOCKPHARMA,WOCKHARDT LTD,"1,88,24,00,00,000",188.24 B,"1,155.50",-1.11%,1.14 M,3.08,—,-13.08,62.46%,0.00%,PFIZER
NAVINFLUOR,NAVIN FLUORINE INT. LTD,"1,86,49,00,00,000",186.49 B,"3,762.25",-0.30%,126.35 K,0.61,70.73,53.19,-21.40%,0.32%,Buy
TIMKEN,TIMKEN INDIA LTD.,"1,86,16,00,00,000",186.16 B,"2,474.20",-1.92%,77.48 K,0.77,46.3,53.44,13.16%,0.10%,Strong buy
DELHIVERY,DELHIVERY LTD,"1,86,10,00,00,000",186.1 B,249.85,-2.42%,5.53 M,1.73,996.61,0.25,—,0.00%,Strong buy
BASF,BASF INDIA LTD,"1,85,43,00,00,000",185.43 B,"4,286.35",-0.35%,48.29 K,1.12,30.24,141.73,26.69%,0.35%,Strong buy
